,article_title,revision_id,article_quality,country,population,region,region_population
3377,Alessandra Maiorino,1109617671.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3378,Manfredo Manfredi,1044737928.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3379,Vincenzo Maranghi,1070394127.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3380,Filippo Mariotti,1097157270.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3381,Manuel Marliani,1062865219.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3382,Vincenzo Massilla,1094446134.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3383,Ottaviano de' Medici,1068447633.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3384,Iacopo Melio,1109590305.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3385,Francesco Melzi d'Eril,1113433485.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3386,Luigi Mercatelli,1090401398.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3387,Enrico Millo,1025299898.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3388,Rosanna Minozzi,1104316210.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3389,Antonio Misiani,1109619193.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3390,Luciano Modica,1098591905.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3391,Giuseppe Montanelli,1044208861.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3392,Bonincontro Morigia,1089339333.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3393,Maria Celeste Nardini,1101206492.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3394,Diotisalvi Neroni,1068525640.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3395,Vito Nunziante,1032787113.0,B,Italy,58.9,SOUTHERN EUROPE,151.0
3396,Oldrado da Tresseno,1041518550.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3397,Mario Oriani-Ambrosini,1105898291.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3398,Ferdinando Palasciano,1114153727.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3399,Pietro Paleocapa,1112384637.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3400,Bartolomeo Panciatichi,1052735553.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3401,Maffeo Pantaleoni,1115509540.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3402,Gennaro Papa,1113150934.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3403,Renzo Patria,1109586417.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3404,Bartolo Pellegrino,1108481183.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3405,Giuseppe Perrucchetti,1047838001.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3406,Pandolfo Petrucci,1098670060.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3407,Augusto Pierantoni,1096616611.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3408,Luigi Pizzardi,1021444437.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3409,Enzo Polidori,1098588176.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3410,Gustavo Ponza di San Martino,1021447092.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3411,Stefano Porcari,1060134196.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3412,Giovanni Puoti,1085943395.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3413,Renzo Rabellino,1115307413.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3414,Ercole Ricotti,1089343827.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3415,Roberto di Ridolfo,1068433922.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3416,Italo Righi,1041401611.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3417,Arnaldo Rivera,1101656316.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3418,Pellegrino Rossi,1079173570.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3419,Luca Rovinalti,1068280342.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3420,Roberto Sajeva,1114890475.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3421,Francesco Saverio Salfi,1105226555.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3422,Aurelio Saliceti,1097154675.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3423,Coluccio Salutati,1067664623.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3424,Riccardo Sarfatti,1112451184.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3425,Pandolfo Savelli,934179191.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3426,Bartolomeo Scala,1086210884.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3427,Giovanni Scuderi,1113362916.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3428,Federico Seismit-Doda,1102489715.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3429,Salvatore Senese,1108537931.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3430,Piero Soderini,1114531110.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3431,Giovanni Battista Sommariva,1113076270.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3432,Giorgio Sonnino,1114835603.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3433,Domenico Spanò Bolani,1021446961.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3434,Nicola Squitti,943086340.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3435,Filippo Strozzi the Elder,1089085684.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3436,Alberto Tarchiani,1074674019.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3437,Carlo Tivaroni,1098440735.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3438,Massimo Tononi,1068547666.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3439,Quarto Trabacchini,1098588998.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3440,Nicola Tranfaglia,1098592241.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3441,Lanfranco Turci,1098150312.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3442,Giuseppe Vatinno,1011148346.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3443,Francesco I Ventimiglia,1098130333.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3444,Pasquale Villari,1094720733.0,C,Italy,58.9,SOUTHERN EUROPE,151.0
3445,Ingo della Volta,1080429324.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3446,Giacomo Vuxani,1068171035.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3447,William of Capparone,855285774.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3448,Riccardo Zanella,1035064338.0,Start,Italy,58.9,SOUTHERN EUROPE,151.0
3449,Angelo Ziccardi,1108484468.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3450,Stefano Zuccherini,1100349249.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3451,Leopoldo Zunini,1108571793.0,Stub,Italy,58.9,SOUTHERN EUROPE,151.0
3452,Harold Egbert Allan,1079210336.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3453,Robert Arcedekne,1052669148.0,Stub,Jamaica,2.8,CARIBBEAN,44.0
3454,Zachary Bayly (planter),1053473167.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3455,Peter Beckford (junior),1091224039.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3456,Barbara Blake Hannah,1084162403.0,C,Jamaica,2.8,CARIBBEAN,44.0
3457,Alexander Bravo,1105865551.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3458,Sam Brown (Rastafari),1112174373.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3459,Horace Dalley,1095362193.0,C,Jamaica,2.8,CARIBBEAN,44.0
3460,Edith Dalton-James,991304386.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3461,Neville Eden Gallimore,1069334571.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3462,Tony Hart (businessman),1106255818.0,C,Jamaica,2.8,CARIBBEAN,44.0
3463,Derrick Kellier,1109832949.0,C,Jamaica,2.8,CARIBBEAN,44.0
3464,Mary Morris Knibb,1114355852.0,C,Jamaica,2.8,CARIBBEAN,44.0
3465,Noël B. Livingston,1012563407.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3466,Ivan Lloyd,994807353.0,C,Jamaica,2.8,CARIBBEAN,44.0
3467,Eli Matalon,1101589173.0,C,Jamaica,2.8,CARIBBEAN,44.0
3468,Ronald Thwaites,1109832936.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3469,Felix Veitch,1069798878.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3470,James Wright (Jamaican politician),1086365029.0,Start,Jamaica,2.8,CARIBBEAN,44.0
3471,Toshiyuki Adachi,1050088942.0,Stub,Japan,124.9,EAST ASIA,1674.0
3472,Kōzō Akino,1040291214.0,Start,Japan,124.9,EAST ASIA,1674.0
3473,Masayuki Aoyama,1099244351.0,Start,Japan,124.9,EAST ASIA,1674.0
3474,Chiharu Araki,1053078679.0,Stub,Japan,124.9,EAST ASIA,1674.0
3475,Kiichi Arita,1083558058.0,Start,Japan,124.9,EAST ASIA,1674.0
3476,Bak Jungyang,1085228273.0,C,Japan,124.9,EAST ASIA,1674.0
3477,Usaburō Chisaki III,1028983449.0,Stub,Japan,124.9,EAST ASIA,1674.0
3478,Date Munenari,1099886739.0,C,Japan,124.9,EAST ASIA,1674.0
3479,Naohiro Dōgakinai,999738906.0,Stub,Japan,124.9,EAST ASIA,1674.0
3480,Fujiwara no Yoshikado,1033834613.0,Start,Japan,124.9,EAST ASIA,1674.0
3481,Genrō,1076522853.0,Start,Japan,124.9,EAST ASIA,1674.0
3482,Gōsei Yamamoto,1090217306.0,Start,Japan,124.9,EAST ASIA,1674.0
3483,Hajime Seki,1079992507.0,Start,Japan,124.9,EAST ASIA,1674.0
3484,Masakazu Hamachi,1091025081.0,Stub,Japan,124.9,EAST ASIA,1674.0
3485,Satoshi Hamada,1050778767.0,Start,Japan,124.9,EAST ASIA,1674.0
3486,Daijiro Hashimoto,994481372.0,Stub,Japan,124.9,EAST ASIA,1674.0
3487,Hayami Seiji,1011801479.0,Stub,Japan,124.9,EAST ASIA,1674.0
3488,Takanori Hayashi,1109024072.0,Stub,Japan,124.9,EAST ASIA,1674.0
3489,Makoto Hirayama,1113166536.0,Start,Japan,124.9,EAST ASIA,1674.0
3490,Seiichi Ikehata,1093729751.0,Stub,Japan,124.9,EAST ASIA,1674.0
3491,Keiichi Inamine,1057660450.0,Stub,Japan,124.9,EAST ASIA,1674.0
3492,Toshio Irie (bureaucrat),1064723701.0,Stub,Japan,124.9,EAST ASIA,1674.0
3493,Daikichi Ishibashi,1107927971.0,Stub,Japan,124.9,EAST ASIA,1674.0
3494,Kiyoharu Ishiwata,1062897620.0,Stub,Japan,124.9,EAST ASIA,1674.0
3495,Iwakura Tomomi,1096769779.0,C,Japan,124.9,EAST ASIA,1674.0
3496,Kabayama Aisuke,1011888702.0,Start,Japan,124.9,EAST ASIA,1674.0
3497,Kamata Eikichi,1092447985.0,C,Japan,124.9,EAST ASIA,1674.0
3498,Katsutoshi Kaneda,1084400077.0,Stub,Japan,124.9,EAST ASIA,1674.0
3499,Shigeaki Kato (politician),1108901719.0,Stub,Japan,124.9,EAST ASIA,1674.0
3500,Katsu Kaishū,1108535414.0,C,Japan,124.9,EAST ASIA,1674.0
3501,Toshihiro Kennoki,1029810827.0,Start,Japan,124.9,EAST ASIA,1674.0
3502,Kido Takayoshi,1106532973.0,C,Japan,124.9,EAST ASIA,1674.0
3503,Kim Gap-sun,1062892786.0,Stub,Japan,124.9,EAST ASIA,1674.0
3504,Tadashi Kodaira,1017031856.0,Stub,Japan,124.9,EAST ASIA,1674.0
3505,Kōki Kobayashi,1067360267.0,Stub,Japan,124.9,EAST ASIA,1674.0
3506,Komatsu Kiyokado,1063039451.0,Start,Japan,124.9,EAST ASIA,1674.0
3507,Oguri Kozukenosuke,1019370370.0,C,Japan,124.9,EAST ASIA,1674.0
3508,Kimiko Kurihara,1060551493.0,Stub,Japan,124.9,EAST ASIA,1674.0
3509,Shinichiro Kurimoto,1107874922.0,Start,Japan,124.9,EAST ASIA,1674.0
3510,Hiroshi Kuwashima,1100836822.0,Stub,Japan,124.9,EAST ASIA,1674.0
3511,Lecca (singer),1102397992.0,Stub,Japan,124.9,EAST ASIA,1674.0
3512,Kingo Machimura,948586402.0,Stub,Japan,124.9,EAST ASIA,1674.0
3513,Maeda Gen'i,1093575057.0,Start,Japan,124.9,EAST ASIA,1674.0
3514,Hiroshi Maruyama,1084425827.0,Stub,Japan,124.9,EAST ASIA,1674.0
3515,Hodaka Maruyama,1061077772.0,Start,Japan,124.9,EAST ASIA,1674.0
3516,Tatsuya Maruyama,1087725467.0,Stub,Japan,124.9,EAST ASIA,1674.0
3517,Toshio Masuda (politician),1098974502.0,Start,Japan,124.9,EAST ASIA,1674.0
3518,Matsudaira Norikata,981793614.0,Start,Japan,124.9,EAST ASIA,1674.0
3519,Matsudaira Tarō,1106377935.0,Stub,Japan,124.9,EAST ASIA,1674.0
3520,Matsudaira Yoshinaga,1096673042.0,C,Japan,124.9,EAST ASIA,1674.0
3521,Meiji oligarchy,1099756871.0,Start,Japan,124.9,EAST ASIA,1674.0
3522,Eikichi Minato,1052002468.0,Stub,Japan,124.9,EAST ASIA,1674.0
3523,Mishima Michitsune,1099573713.0,Start,Japan,124.9,EAST ASIA,1674.0
3524,Shinji Morimoto,1037558241.0,Stub,Japan,124.9,EAST ASIA,1674.0
3525,Morito Tatsuo,1055272103.0,Start,Japan,124.9,EAST ASIA,1674.0
3526,Murata Seifū,1064572560.0,Stub,Japan,124.9,EAST ASIA,1674.0
3527,Hirokichi Nadao,1069453697.0,C,Japan,124.9,EAST ASIA,1674.0
3528,Gen Nakagawa,1052002513.0,Stub,Japan,124.9,EAST ASIA,1674.0
3529,Masakazu Nakai,1086166238.0,Start,Japan,124.9,EAST ASIA,1674.0
3530,Hiroyuki Nakamura,1029652345.0,Stub,Japan,124.9,EAST ASIA,1674.0
3531,Kenji Nakanishi,1063063247.0,Start,Japan,124.9,EAST ASIA,1674.0
3532,Nezu Kaichirō,1017188422.0,Start,Japan,124.9,EAST ASIA,1674.0
3533,Junji Nishime,947025485.0,Stub,Japan,124.9,EAST ASIA,1674.0
3534,Nitobe Inazō,1109163231.0,C,Japan,124.9,EAST ASIA,1674.0
3535,Taketora Ogata,1083397179.0,Start,Japan,124.9,EAST ASIA,1674.0
3536,Haruo Okada,1005797681.0,Stub,Japan,124.9,EAST ASIA,1674.0
3537,Ono no Imoko,1088922717.0,Start,Japan,124.9,EAST ASIA,1674.0
3538,Ono no Minemori,1088410401.0,Start,Japan,124.9,EAST ASIA,1674.0
3539,Kimi Onoda,1108677922.0,C,Japan,124.9,EAST ASIA,1674.0
3540,Ōnogi Hidejirō,1093732958.0,Start,Japan,124.9,EAST ASIA,1674.0
3541,Ikuo Oyama,1105436436.0,Start,Japan,124.9,EAST ASIA,1674.0
3542,Tatsuo Ozawa,1062895509.0,Stub,Japan,124.9,EAST ASIA,1674.0
3543,Shigeru Sahashi,1055272454.0,Start,Japan,124.9,EAST ASIA,1674.0
3544,Saigō Takamori,1113244674.0,C,Japan,124.9,EAST ASIA,1674.0
3545,Rie Saito,1056939466.0,Start,Japan,124.9,EAST ASIA,1674.0
3546,Hiroichi Sakai,1098804825.0,Stub,Japan,124.9,EAST ASIA,1674.0
3547,Michita Sakata,1049680228.0,GA,Japan,124.9,EAST ASIA,1674.0
3548,Kazutoshi Sasayama,1055046235.0,Stub,Japan,124.9,EAST ASIA,1674.0
3549,Kei Satō (politician),1097758314.0,Start,Japan,124.9,EAST ASIA,1674.0
3550,Masataro Sawayanagi,1064572815.0,Stub,Japan,124.9,EAST ASIA,1674.0
3551,Kōichi Shiota,1100377179.0,Stub,Japan,124.9,EAST ASIA,1674.0
3552,Tetchō Suehiro,1053391522.0,Start,Japan,124.9,EAST ASIA,1674.0
3553,Sugawara no Michizane,1091125400.0,C,Japan,124.9,EAST ASIA,1674.0
3554,Sugawara no Kiyotomo,1084805870.0,B,Japan,124.9,EAST ASIA,1674.0
3555,Sugawara no Koreyoshi,1102550361.0,Start,Japan,124.9,EAST ASIA,1674.0
3556,Shinnen Tagaya,1014308875.0,Stub,Japan,124.9,EAST ASIA,1674.0
3557,Sōichirō Takashima,1105522448.0,Stub,Japan,124.9,EAST ASIA,1674.0
3558,Yoshikatsu Takeiri,1051970749.0,GA,Japan,124.9,EAST ASIA,1674.0
3559,Shigeyo Takeuchi,1115017633.0,Start,Japan,124.9,EAST ASIA,1674.0
3560,Nobuhiro Tanabe,1052003011.0,Stub,Japan,124.9,EAST ASIA,1674.0
3561,Tsunetoshi Tanaka,1020304143.0,Stub,Japan,124.9,EAST ASIA,1674.0
3562,Tatsuo Takahashi,1017933121.0,Stub,Japan,124.9,EAST ASIA,1674.0
3563,Tokudaiji Sanetsune,1097711312.0,Start,Japan,124.9,EAST ASIA,1674.0
3564,Yoshihiro Tokugawa,1063043919.0,Stub,Japan,124.9,EAST ASIA,1674.0
3565,Torii Tadafumi,994235877.0,Stub,Japan,124.9,EAST ASIA,1674.0
3566,Toshibumi Tanaka,979762920.0,Stub,Japan,124.9,EAST ASIA,1674.0
3567,Tōyama Mitsuru,1011018015.0,C,Japan,124.9,EAST ASIA,1674.0
3568,Sayuri Uenishi,1094993201.0,Start,Japan,124.9,EAST ASIA,1674.0
3569,Kōzō Watanabe (Liberal Democratic Party politician),999742202.0,Stub,Japan,124.9,EAST ASIA,1674.0
3570,Shōichi Watanabe (politician),1089942573.0,Stub,Japan,124.9,EAST ASIA,1674.0
3571,Tadao Watanabe,1034734607.0,Start,Japan,124.9,EAST ASIA,1674.0
3572,Yamamoto Senji,1112152516.0,Stub,Japan,124.9,EAST ASIA,1674.0
3573,Yamao Yōzō,1111398025.0,Start,Japan,124.9,EAST ASIA,1674.0
3574,Katsumi Yamauchi,1052003178.0,Stub,Japan,124.9,EAST ASIA,1674.0
3575,Yamazaki Tsutomu (politician),1100514687.0,Stub,Japan,124.9,EAST ASIA,1674.0
3576,Setsuo Yokomichi,1081500250.0,Stub,Japan,124.9,EAST ASIA,1674.0
3577,Yoshida Shōin,1112796620.0,C,Japan,124.9,EAST ASIA,1674.0
3578,Hirofumi Yoshimura,1096089020.0,C,Japan,124.9,EAST ASIA,1674.0
3579,Tawfik Abu Al-Huda,1090014598.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3580,Abu Sayyaf (Jordan),915926912.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3581,Raed Abu Soud,1059545426.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3582,Ahmad Hanandeh,1112865818.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3583,Musa Habes Almaaytah,1021364677.0,C,Jordan,11.2,WESTERN ASIA,294.0
3584,Abdul-Latif Arabiyat,1108676242.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3585,Hayel Daoud,995292022.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3586,Firas Al-Hawari,1112864415.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3587,Haifa Najjar,1112863302.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3588,Jumah Hammad,1109066062.0,C,Jordan,11.2,WESTERN ASIA,294.0
3589,Mahmoud Hanandeh,1104352074.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3590,Ibrahim Jazi,1112864912.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3591,Jamal Muhammad Abidat,1065825467.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3592,Fakhri Kawar,1072944828.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3593,Awn Al-Khasawneh,1081795927.0,C,Jordan,11.2,WESTERN ASIA,294.0
3594,Bisher Al-Khasawneh,1112804963.0,C,Jordan,11.2,WESTERN ASIA,294.0
3595,Rashed Al-Khuzai,1114418968.0,B,Jordan,11.2,WESTERN ASIA,294.0
3596,Samih al-Maaytah,1095322195.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3597,Kamel Mahadin,1104331361.0,C,Jordan,11.2,WESTERN ASIA,294.0
3598,Ahmad Masa'deh,1049251051.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3599,Mazin Abdellah Hilal Al Farrayeh,1112864717.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3600,Mohammad Salameh Al Nabulsi,1111980637.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3601,Samir Murad,1061306891.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3602,Nayef Steitieh,1112864606.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3603,Samir Rifai,1090813858.0,C,Jordan,11.2,WESTERN ASIA,294.0
3604,Sharaf bin Rajeh,1114705527.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3605,Laith Shubeilat,1017482477.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3606,Muhammad Suheimat,1043197188.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3607,Alia Abu Tayeh,1112274605.0,Start,Jordan,11.2,WESTERN ASIA,294.0
3608,Wajih Azaizeh,1112864515.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3609,Zaid ibn Shaker,1111567338.0,GA,Jordan,11.2,WESTERN ASIA,294.0
3610,Zaid Kilani,1108537941.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3611,Mohammed Awad al-Zayyud,1113279955.0,Stub,Jordan,11.2,WESTERN ASIA,294.0
3612,Dauren Abaev,1085073426.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3613,Baurzhan Abdishev,1081916914.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3614,Jambyl Ahmetbekov,1098107096.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3615,Nurlan Aldabergenov,1031518609.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3616,Musabek Alimbekov,1067678928.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3617,Ashat Oralov,1113615817.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3618,Yerzhan Ashikbayev,1110976186.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3619,Aron Atabek,1101199804.0,GA,Kazakhstan,19.2,CENTRAL ASIA,78.0
3620,Kenes Aukhadiev,1089057874.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3621,Ermurat Bapi,1091538852.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3622,Marat Beketaev,1065202715.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3623,Bektas Beknazarov,1067021204.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3624,Shamsha Berkimbayeva,1096340873.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3625,Serıkqali Brekeşev,1067683819.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3626,Torokul Dzhanuzakov,1092752457.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3627,Mels Eleusizov,1067677703.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3628,Nygmetjan Esengarin,1106822323.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3629,Jağda Babylyqūly,1067021125.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3630,Rauan Kenzhekhanuly,1093281352.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3631,Oralbeg Abdu Kerimovic,1067021356.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3632,Altai Kölgınov,1110702140.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3633,Azat Köşekov,1079866227.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3634,Vladimir Kozlov (politician),1077708496.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3635,Krymbek Kusherbayev,1106823462.0,GA,Kazakhstan,19.2,CENTRAL ASIA,78.0
3636,Vitaly Mette,1106822347.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3637,Rashid Nugmanov,1094412444.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3638,Nygmet Nurmakov,1098010131.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3639,Birjan Nurymbetov,1049320593.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3640,Azat Peruashev,1112327742.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3641,Ashat Raqymjanov,1067661973.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3642,Turar Ryskulov,1115089541.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3643,Bekbol Sagyn,971690289.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3644,Marat Sarsembaev,1103368385.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3645,Jambulat Sarsenov,1110565033.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3646,Daulet Sembaev,1106821979.0,C,Kazakhstan,19.2,CENTRAL ASIA,78.0
3647,Amangeldy Shabdarbayev,1067647889.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3648,Adil Shayakhmetov,1067647994.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3649,Umut Shayakhmetova,1068666423.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3650,Serik Sultangali,1067856473.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3651,Abai Tasbolatov,1049366675.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3652,Baltash Tursymbaev,1106533021.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3653,Kuanyshbek Yessekeev,1089516984.0,Start,Kazakhstan,19.2,CENTRAL ASIA,78.0
3654,Zhanat Suleimenov,1096322664.0,Stub,Kazakhstan,19.2,CENTRAL ASIA,78.0
3655,Abdilatif Abdalla,1082435422.0,Start,Kenya,54.0,EASTERN AFRICA,473.0
3656,Roslyne Akombe,1113461324.0,C,Kenya,54.0,EASTERN AFRICA,473.0
3657,Dennis Akumu,1105779636.0,C,Kenya,54.0,EASTERN AFRICA,473.0
3658,Jane Anyango,1091079674.0,Start,Kenya,54.0,EASTERN AFRICA,473.0
3659,Phoebe Asiyo,1091079642.0,Start,Kenya,54.0,EASTERN AFRICA,473.0
3660,Francis Atwoli,1109033163.0,Start,Kenya,54.0,EASTERN AFRICA,473.0
3661,Agnes Awuor,1093825450.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3662,James Beauttah,1103076010.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3663,Willy Bett,1100469112.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3664,Simon Chelugui,1112700370.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3665,Chelule Liza,1108087552.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3666,Reuben Chesire,1098361258.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3667,Davis Chirchir,1112720266.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
3668,Joyce Emanikor,1078977025.0,Stub,Kenya,54.0,EASTERN AFRICA,473.0
